ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LTV,DTI,FEDTI
2753,8035,253,356,400,385132,50067.16,335064.84,2008.88,677,0.87,0.325809583,0.250016179
2754,9453,297,397,320,360962,97459.74,263502.26,1933.49,590,0.73,0.277953031,0.204537184
2755,4438,413,495,288,419577,100698.48,318878.52,1522.37,787,0.76,0.54762731,0.343030644
2756,7257,376,490,411,455650,91130,364520,2674.72,537,0.8,0.487904093,0.368571035
2757,4386,289,363,340,376162,78994.02,297167.98,2180.51,590,0.79,0.645807114,0.497152303
2758,3740,280,480,277,460030,92006,368024,1551.6,831,0.8,0.618074866,0.41486631
2759,4002,436,402,229,339549,23768.43,315780.57,1331.34,836,0.93,0.542063968,0.332668666
2760,9898,224,369,392,282731,22618.48,260112.52,1730.54,632,0.92,0.234748434,0.174837341
2761,6061,268,396,410,439794,127540.26,312253.74,1872.12,679,0.71,0.418432602,0.308879723
2762,8316,276,483,270,482762,96552.4,386209.6,2833.87,516,0.8,0.43204305,0.340773208
2763,3479,493,450,346,496156,69461.84,426694.16,2290.59,741,0.86,0.929459615,0.658404714
2764,5787,222,461,306,435860,126399.4,309460.6,2270.71,523,0.71,0.510404355,0.392381199
2765,2144,237,478,241,306532,82763.64,223768.36,1341.6,679,0.73,0.959235075,0.625746269
2766,6743,493,417,400,496296,54592.56,441703.44,3241.06,515,0.89,0.615610262,0.480655495
2767,6846,351,489,256,478599,129221.73,349377.27,1472.99,845,0.73,0.337860064,0.215160678
2768,6460,245,358,413,240415,43274.7,197140.3,1446.55,528,0.82,0.317267802,0.223924149
2769,8457,416,417,440,370373,33333.57,337039.43,2473.08,598,0.91,0.390928225,0.29242994
2770,2926,203,406,443,247923,49584.6,198338.4,1064.72,748,0.8,0.572016405,0.363882433
2771,4179,348,462,376,336278,50441.7,285836.3,1901.68,602,0.85,0.648882508,0.455056234
2772,2085,470,435,411,280932,81470.28,199461.72,952.26,768,0.71,0.890772182,0.456719424
2773,9294,482,408,448,398898,23933.88,374964.12,2751.35,527,0.94,0.391795782,0.296035076
2774,9205,271,463,320,271735,21738.8,249996.2,1342.03,716,0.92,0.225532863,0.14579359
2775,2760,309,382,239,403241,80648.2,322592.8,2367.07,508,0.8,1.107996377,0.857634058
2776,5155,368,452,288,458114,132853.06,325260.94,2386.65,559,0.71,0.622046557,0.462977692
2777,3253,349,428,375,305087,54915.66,250171.34,1194.36,753,0.82,0.606012911,0.367156471
2778,3800,350,474,322,497179,124294.75,372884.25,1780.21,784,0.75,0.685318421,0.468476316
2779,7006,489,428,248,311513,62302.6,249210.4,1337.82,712,0.8,0.321841279,0.190953468
2780,3363,465,358,382,235042,42307.56,192734.44,1414.22,552,0.82,0.665245317,0.420523342
2781,3656,367,391,312,422623,50714.76,371908.24,1567.98,820,0.88,0.636208972,0.428878556
2782,2256,455,463,282,348896,62801.28,286094.72,2099.26,526,0.82,1.337437943,0.93052305
2783,8879,397,443,247,447244,98393.68,348850.32,2559.74,593,0.78,0.382896723,0.288291474
2784,8656,442,454,281,327073,52331.68,274741.32,1827.86,642,0.84,0.314678835,0.211166821
2785,8129,430,433,304,377643,41540.73,336102.27,1417.02,812,0.89,0.280479764,0.174316644
2786,9641,353,476,383,384545,42299.95,342245.05,2051.93,684,0.89,0.298820662,0.212833731
2787,3225,433,398,363,283801,59598.21,224202.79,1491.63,634,0.79,0.720195349,0.46252093
2788,7299,344,490,419,406065,40606.5,365458.5,1540.79,803,0.9,0.325358268,0.211096041
2789,8983,353,458,416,356094,71218.8,284875.2,2090.31,581,0.8,0.322977847,0.232696204
2790,3384,458,407,237,451105,45110.5,405994.5,1938.28,794,0.9,0.828392435,0.572777778
2791,9332,327,458,278,407027,105827.02,301199.98,2210.1,580,0.74,0.320949421,0.236830261
2792,3142,441,359,395,323702,32370.2,291331.8,2137.69,577,0.9,0.934974539,0.680359644
2793,4656,306,396,223,436219,91605.99,344613.01,2528.65,595,0.79,0.693868127,0.543094931
2794,3628,327,447,425,289320,60757.2,228562.8,963.63,803,0.79,0.478949835,0.265609151
2795,8414,398,411,337,337183,23602.81,313580.19,1497.08,774,0.93,0.274076539,0.177927264
2796,6714,222,498,390,369058,55358.7,313699.3,2301.81,566,0.85,0.450075961,0.342837355
2797,7505,287,481,338,484838,53332.18,431505.82,3166.24,580,0.89,0.524215856,0.421884077
2798,3256,416,463,317,235312,14118.72,221193.28,1187.41,715,0.94,0.634646806,0.364683661
2799,9606,249,486,381,245604,61401,184203,1351.62,575,0.75,0.217220487,0.140705809
2800,2288,301,491,211,485050,121262.5,363787.5,1736.78,797,0.75,1.105236014,0.759082168
2801,6048,245,361,419,330910,66182,264728,1761.24,648,0.8,0.39140873,0.291210317
2802,5898,434,488,337,425807,68129.12,357677.88,1507.98,826,0.84,0.412000678,0.255676501
2803,6502,495,379,413,404364,113221.92,291142.08,2136.3,568,0.72,0.462980621,0.328560443
2804,7063,269,417,427,252170,25217,226953,1218.33,744,0.9,0.269620558,0.172494691
2805,3927,420,491,414,297812,83387.36,214424.64,1573.37,566,0.72,0.632638146,0.400654444
2806,7433,293,372,291,277830,77792.4,200037.6,843.37,809,0.72,0.202928831,0.113462936
2807,4041,220,458,441,250649,17545.43,233103.57,1710.43,544,0.93,0.591049245,0.423268993
2808,2898,353,463,359,270165,54033,216132,1585.9,546,0.8,0.828812974,0.547239476
2809,7498,472,475,264,251606,37740.9,213865.1,1569.27,545,0.85,0.335592158,0.209291811
2810,5104,286,434,337,291995,26279.55,265715.45,1120.27,848,0.91,0.360554467,0.219488636
2811,2494,201,454,306,491824,49182.4,442641.6,2376.2,725,0.9,1.215396953,0.95276664
2812,2564,213,396,413,350780,17539,333241,2445.2,591,0.95,1.191185647,0.953666147
2813,9430,445,378,327,456457,22822.85,433634.15,2327.84,716,0.95,0.334129374,0.246854719
2814,4281,262,353,393,263726,55382.46,208343.54,878.38,833,0.79,0.348839056,0.205181032
2815,3832,419,399,431,309193,58746.67,250446.33,1195.67,774,0.81,0.525487996,0.312022443
2816,7078,262,422,304,383326,57498.9,325827.1,1953.5,677,0.85,0.372633512,0.275996044
2817,3817,390,370,341,462984,50928.24,412055.76,1737.24,849,0.89,0.654241551,0.455132303
2818,8219,468,392,289,434754,126078.66,308675.34,1473.66,774,0.71,0.283934785,0.179299185
2819,5631,330,432,218,481130,62546.9,418583.1,3071.41,583,0.87,0.680768958,0.545446635
2820,4847,440,359,239,437682,43768.2,393913.8,2361.71,681,0.9,0.652096142,0.487251908
2821,4248,341,366,370,253548,48174.12,205373.88,1102.49,732,0.81,0.425962806,0.259531544
2822,2590,453,397,290,325197,58535.46,266661.54,1956.67,560,0.82,1.083656371,0.755471042
2823,7863,472,494,392,276787,69196.75,207590.25,1523.22,515,0.75,0.316573827,0.193719954
2824,2694,210,465,366,284132,14206.6,269925.4,1795.82,622,0.95,0.917156644,0.666599852
2825,5514,338,460,270,290932,66914.36,224017.64,1643.76,504,0.77,0.442829162,0.298106638
2826,9864,220,446,382,489431,34260.17,455170.83,3339.88,517,0.93,0.406111111,0.338592863
2827,5099,470,372,229,238290,14297.4,223992.6,1069.37,751,0.94,0.374851932,0.209721514
2828,9715,326,457,310,270626,75775.28,194850.72,1429.75,548,0.72,0.227766341,0.147169326
2829,6226,379,416,324,239075,66941,172134,1263.06,700,0.72,0.330558946,0.202868615
2830,8343,381,492,323,237893,16652.51,221240.49,1326.45,674,0.93,0.263628191,0.158989572
2831,2460,225,409,235,359568,79104.96,280463.04,1681.52,690,0.78,0.941268293,0.683544715
2832,2537,318,469,449,255032,38254.8,216777.2,1034.93,760,0.85,0.718143477,0.407934568
2833,9628,228,409,376,325027,48754.05,276272.95,1838.05,619,0.85,0.257067927,0.19090673
2834,6218,254,456,349,376129,82748.38,293380.62,1574.93,723,0.78,0.367470248,0.253285622
2835,9503,356,361,240,247515,49503,198012,1062.97,714,0.8,0.187306114,0.111856256
2836,7152,306,415,395,423689,88974.69,334714.31,1411.17,806,0.79,0.298122204,0.197311242
2837,4250,463,384,291,458440,128363.2,330076.8,2196.01,645,0.72,0.716002353,0.516708235
2838,5792,451,397,301,256806,12840.3,243965.7,1462.7,697,0.95,0.398946823,0.252537983
2839,4585,405,394,396,363611,94538.86,269072.14,1790.14,648,0.74,0.564697928,0.390434024
2840,2955,220,451,412,309001,67980.22,241020.78,1293.85,709,0.78,0.664923858,0.4378511
2841,9524,306,350,428,344956,82789.44,262166.56,1923.69,509,0.76,0.270862033,0.20198341
2842,8187,218,383,387,353426,70685.2,282740.8,1349.85,789,0.8,0.238286308,0.164877244
2843,7159,325,385,398,470597,94119.4,376477.6,2021.01,704,0.8,0.381479257,0.282303394
2844,2943,223,350,436,455571,63779.94,391791.06,1651.81,805,0.86,0.755966701,0.561267414
2845,5769,354,440,254,304108,72985.92,231122.08,1103.41,784,0.76,0.328897556,0.191265384
2846,9422,470,363,326,305145,33565.95,271579.05,1628.25,695,0.89,0.261223732,0.172813628
2847,8263,322,425,448,407157,40715.7,366441.3,2437.94,604,0.9,0.385445964,0.295042963
2848,2880,460,396,227,378780,18939,359841,2640.39,538,0.95,1.214024306,0.916802083
2849,6533,372,460,306,304715,60943,243772,1788.71,523,0.8,0.401149548,0.273796112
2850,7781,279,436,360,302828,81763.56,221064.44,1470.75,626,0.73,0.280908624,0.189018121
2851,2883,213,406,372,338236,50735.4,287500.6,1723.71,662,0.85,0.81259452,0.597887617
2852,7308,437,372,233,376187,45142.44,331044.56,1984.78,654,0.88,0.38229064,0.271590038
2853,4650,289,432,407,435485,34838.8,400646.2,2150.76,742,0.92,0.617582796,0.462529032
2854,4601,482,440,300,450362,121597.74,328764.26,2412.36,503,0.73,0.724703325,0.524312106
2855,7971,403,434,448,277902,63917.46,213984.54,1021.59,771,0.77,0.233168988,0.128163342
2856,8044,208,423,427,424347,29704.29,394642.71,2118.53,724,0.93,0.341811288,0.263367727
2857,7735,464,490,367,437277,61218.78,376058.22,2018.76,722,0.86,0.384325792,0.260990304
2858,4746,341,455,405,243818,51201.78,192616.22,812.08,838,0.79,0.338828487,0.171108302
2859,2279,278,399,310,315144,53574.48,261569.52,1102.79,811,0.83,0.780952172,0.483892058
2860,8681,335,377,359,332675,53228,279447,1859.17,602,0.84,0.296183619,0.214165419
2861,3403,483,470,336,283314,45330.24,237983.76,1583.31,749,0.84,0.745315898,0.46526888
2862,7640,478,416,252,271422,27142.2,244279.8,1625.2,619,0.9,0.32973822,0.212722513
2863,7467,262,460,341,299363,38917.19,260445.81,1911.06,556,0.87,0.352626222,0.25593411
2864,8801,292,483,268,437139,69942.24,367196.76,2694.36,588,0.84,0.394200659,0.306142484
2865,6350,398,383,321,484036,82286.12,401749.88,1693.79,820,0.83,0.389730709,0.266738583
2866,3318,351,384,283,230048,13802.88,216245.12,1296.5,668,0.94,0.612266426,0.390747438
2867,2653,367,469,278,476486,38118.88,438367.12,1848.17,817,0.92,1.011748963,0.696633999
2868,9297,201,421,380,477341,28640.46,448700.54,3292.41,518,0.94,0.42104012,0.354136818
2869,2339,438,448,262,354123,17706.15,336416.85,2468.51,533,0.95,1.434164173,1.055369816
2870,6689,423,471,360,250315,60075.6,190239.4,1140.58,695,0.76,0.304168037,0.170515772
2871,6021,426,478,417,397525,107331.75,290193.25,1739.86,657,0.73,0.439106461,0.288965288
2872,7392,492,489,283,437890,61304.6,376585.4,2257.82,681,0.86,0.438152056,0.305441017
2873,8093,409,397,403,467780,126300.6,341479.4,2271.87,612,0.73,0.380312616,0.280720376
2874,5521,246,486,397,331907,46466.98,285440.02,1532.3,727,0.86,0.410124977,0.277540301
2875,6520,326,381,379,459334,105646.82,353687.18,1688.56,759,0.77,0.367417178,0.258981595
2876,5480,326,405,302,292952,64449.44,228502.56,963.38,804,0.78,0.309193431,0.17579927
2877,9538,351,435,205,457398,50313.78,407084.22,2987.04,553,0.89,0.395579786,0.313172573
2878,9349,403,423,319,408823,20441.15,388381.85,1854.19,793,0.95,0.286681998,0.198330303
2879,2204,352,465,337,331483,43092.79,288390.21,1918.67,647,0.87,1.241229583,0.870539927
2880,9568,358,412,250,269957,35094.41,234862.59,1408.12,682,0.87,0.227646321,0.147169732
2881,8553,383,379,311,375197,45023.64,330173.36,1979.56,666,0.88,0.320537823,0.231446276
2882,9771,391,466,418,379510,68311.8,311198.2,1485.71,787,0.82,0.239761539,0.152053014
2883,7275,373,480,244,469179,37534.32,431644.68,2060.74,763,0.92,0.400514089,0.28326323
2884,5578,491,432,340,435290,95763.8,339526.2,2491.32,510,0.78,0.612104697,0.446633202
2885,5516,322,399,418,323028,58145.04,264882.96,1116.76,839,0.82,0.333168963,0.202458303
2886,5069,364,375,247,298592,68676.16,229915.84,1687.04,531,0.77,0.478603275,0.332815151
2887,4408,206,359,407,359549,104269.21,255279.79,1218.74,751,0.71,0.40465971,0.276483666
2888,6427,264,367,287,441464,48561.04,392902.96,2355.65,679,0.89,0.464703594,0.366524039
2889,3036,327,412,441,334998,63649.62,271348.38,1626.87,689,0.81,0.779272069,0.535859684
2890,7594,484,459,340,462959,55555.08,407403.92,2710.47,608,0.88,0.481099552,0.35692257
2891,6948,211,467,206,388283,27179.81,361103.19,1522.43,840,0.93,0.31669977,0.219117732
2892,8190,249,390,348,428897,68623.52,360273.48,2160.02,688,0.84,0.341760684,0.263738706
2893,7287,404,458,446,349329,34932.9,314396.1,2306.93,500,0.9,0.434874434,0.316581584
2894,6328,499,357,382,438713,92129.73,346583.27,2077.94,678,0.79,0.463644121,0.328372314
2895,6961,363,455,274,375473,41302.03,334170.97,1595.38,762,0.89,0.346700187,0.229188335
2896,2905,311,429,290,367713,51479.82,316233.18,2320.41,576,0.86,1.053497418,0.7987642
2897,5480,240,441,254,440613,83716.47,356896.53,2618.78,535,0.81,0.602149635,0.477879562
2898,5117,412,493,345,383657,80567.97,303089.03,2223.96,527,0.79,0.611483291,0.434621849
2899,5074,481,470,420,469653,122109.78,347543.22,1659.22,768,0.74,0.51443043,0.327004336
2900,8886,436,354,347,389596,97399,292197,2144.04,502,0.75,0.330186811,0.241282917
2901,6049,355,466,268,362466,18123.3,344342.7,1848.51,710,0.95,0.441314267,0.305589354
2902,6325,223,418,408,260184,75453.36,184730.64,1355.49,589,0.71,0.315650593,0.214306719
2903,9203,314,362,377,277793,61114.46,216678.54,1589.91,799,0.78,0.246214278,0.17275997
2904,3776,499,455,295,439930,21996.5,417933.5,2505.72,670,0.95,0.916239407,0.663591102
2905,2996,300,437,290,262105,55042.05,207062.95,1241.45,800,0.79,0.660363818,0.414369159
2906,3534,268,448,298,391428,109599.84,281828.16,1512.91,711,0.72,0.630704584,0.428101302
2907,9548,455,499,349,467759,60808.67,406950.33,2986.06,529,0.87,0.412658148,0.312741935
2908,4859,400,444,268,346487,86621.75,259865.25,1728.89,642,0.75,0.529510187,0.355811895
2909,9007,447,359,332,306455,42903.7,263551.3,1414.8,730,0.86,0.246563784,0.157077828
2910,2327,235,417,380,460861,119823.86,341037.14,1437.83,829,0.74,0.898079072,0.617889987
2911,6102,300,415,212,449107,76348.19,372758.81,2001.05,721,0.83,0.445108161,0.327933464
2912,2134,228,472,276,247605,51997.05,195607.95,1050.07,749,0.79,0.820089035,0.492066542
2913,9205,447,357,229,430469,60265.66,370203.34,2716.42,516,0.86,0.382446496,0.295102662
2914,6079,349,498,275,427183,119611.24,307571.76,2046.28,629,0.72,0.475946702,0.336614575
2915,8938,421,440,417,274768,71439.68,203328.32,1352.75,600,0.74,0.247678452,0.151348176
2916,7958,478,448,269,426891,34151.28,392739.72,1875,773,0.92,0.351972858,0.235611963
2917,2902,482,472,275,359075,89768.75,269306.25,1285.71,766,0.75,0.77178153,0.443042729
2918,7022,286,499,336,337852,60813.36,277038.64,1660.99,658,0.82,0.348332384,0.236540872
2919,6970,361,352,354,331105,76154.15,254950.85,1870.74,563,0.77,0.370694405,0.268398852
2920,5214,473,491,418,469485,51643.35,417841.65,2779.91,625,0.89,0.718049482,0.533162639
2921,6989,311,394,218,308780,89546.2,219233.8,1458.57,635,0.71,0.309567892,0.208695092
2922,6113,393,429,300,430029,64504.35,365524.65,2431.84,617,0.85,0.532282022,0.397814494
2923,7101,446,384,312,439029,127318.41,311710.59,1314.18,803,0.71,0.301954654,0.185069708
2924,9297,473,496,384,269994,18899.58,251094.42,1505.44,656,0.93,0.266154674,0.161927503
2925,6573,289,366,327,413024,99125.76,313898.24,2088.37,618,0.76,0.417369542,0.317719458
2926,5172,434,432,346,376641,26364.87,350276.13,1476.78,811,0.93,0.452973705,0.285533643
2927,7561,437,486,408,315559,78889.75,236669.25,1736.6,538,0.75,0.351752414,0.229678614
2928,2047,350,486,267,482559,139942.11,342616.89,1635.71,782,0.71,1.207479238,0.799076698
2929,5431,374,354,412,438811,57045.43,381765.57,2801.26,517,0.87,0.649836126,0.51579083
2930,7756,228,446,306,350803,24556.21,326246.79,1375.47,841,0.93,0.264243167,0.177342702
2931,7014,377,486,265,460792,82942.56,377849.44,1593.03,650,0.82,0.350161106,0.227121471
2932,7179,305,380,367,308795,18527.7,290267.3,1223.78,832,0.94,0.265883828,0.170466639
2933,4464,385,359,222,453399,68009.85,385389.15,2310.6,665,0.85,0.684274194,0.517607527
2934,5555,369,412,430,457697,82385.46,375311.54,2250.18,800,0.82,0.545666967,0.405072907
2935,2326,262,379,404,261143,57451.46,203691.54,1355.16,611,0.78,0.858194325,0.582613929
2936,6822,462,393,350,259301,36302.14,222998.86,1064.63,792,0.86,0.281388156,0.156058341
2937,4629,465,376,364,278652,52943.88,225708.12,951.59,813,0.81,0.387252106,0.205571398
2938,5039,252,430,435,461291,23064.55,438226.45,3215.55,544,0.95,0.77347688,0.638132566
2939,9612,422,463,303,268772,21501.76,247270.24,1042.5,849,0.92,0.200530587,0.108458177
2940,6281,450,427,205,485402,72810.3,412591.7,2214.88,707,0.85,0.492259194,0.352631747
2941,4226,431,422,273,322213,61220.47,260992.53,1915.07,514,0.81,0.655009465,0.453163748
2942,8642,485,418,256,361794,79594.68,282199.32,1877.48,634,0.78,0.321740338,0.217250636
2943,9795,285,413,394,360963,104679.27,256283.73,1880.52,549,0.71,0.263248596,0.191987749
2944,4967,304,400,393,450867,81156.06,369710.94,2712.81,553,0.82,0.687902154,0.5461667
2945,5725,377,417,215,386657,73464.83,313192.17,1320.43,804,0.81,0.369332751,0.230642795
2946,9910,286,483,414,369625,70228.75,299396.25,1429.36,758,0.81,0.221832492,0.144234107
2947,9017,241,427,312,400008,36000.72,364007.28,2670.96,572,0.91,0.370296107,0.296213818
2948,8095,275,450,307,271675,46184.75,225490.25,1500.19,629,0.83,0.274884497,0.185323039
2949,3639,209,391,443,488059,97611.8,390447.2,1646.14,840,0.8,0.617241,0.452360539
2950,2617,487,373,209,254861,17840.27,237020.73,1131.57,785,0.93,0.76101261,0.432392052
2951,7069,366,495,314,385959,96489.75,289469.25,2124.02,525,0.75,0.422269062,0.300469656
2952,9826,467,424,396,257955,43852.35,214102.65,1149.35,738,0.83,0.207648077,0.116970283
2953,9930,430,383,219,489569,88122.42,401446.58,2945.67,570,0.82,0.378516616,0.296643505
2954,9463,477,376,389,457724,91544.8,366179.2,1543.83,847,0.8,0.253284371,0.163143823
2955,9886,491,356,374,454731,63662.34,391068.66,2869.52,542,0.86,0.37593769,0.290260975
2956,8369,387,493,362,285781,14289.05,271491.95,1296.14,795,0.95,0.260023898,0.15487394
2957,4858,449,470,205,424261,29698.27,394562.73,2625.04,627,0.93,0.729526554,0.540354055
2958,6346,286,376,239,421758,109657.08,312100.92,1490.02,776,0.74,0.339114403,0.234796722
2959,5101,436,450,406,394970,102692.2,292277.8,2144.63,572,0.74,0.594124681,0.420433248
2960,2478,425,365,242,411638,98793.12,312844.88,1875.66,689,0.76,1.075730428,0.756924939
2961,3457,390,413,288,458103,77877.51,380225.49,2279.64,678,0.83,0.891709575,0.659427249
2962,4607,484,483,290,376024,75204.8,300819.2,1268.27,802,0.8,0.485189928,0.275291947
2963,9723,216,377,207,417441,96011.43,321429.57,2358.54,596,0.77,0.303562686,0.24257328
2964,8771,350,484,368,315327,81985.02,233341.98,1252.63,728,0.74,0.237901038,0.142814958
2965,9522,414,385,235,451881,49706.91,402174.09,2951.01,584,0.89,0.393825877,0.309914934
2966,9535,293,355,362,356118,103274.22,252843.78,1855.28,549,0.71,0.26253592,0.194575773
2967,4951,247,422,288,403173,68539.41,334633.59,2455.42,749,0.83,0.631068471,0.495944254
2968,3582,468,389,363,243576,31664.88,211911.12,1554.93,554,0.87,0.673347292,0.434095477
2969,9218,491,386,422,431410,120794.8,310615.2,1482.92,757,0.72,0.25601215,0.160872207
2970,3942,306,353,448,324237,25938.96,298298.04,2188.81,540,0.92,0.722427702,0.555253678
2971,6841,372,480,356,305244,27471.96,277772.04,2038.19,580,0.91,0.422480631,0.297937436
2972,5303,483,452,213,349408,38434.88,310973.12,2068.91,606,0.89,0.566454837,0.390139544
2973,6553,361,361,328,244815,48963,195852,1051.38,722,0.8,0.27062109,0.160442545
2974,9817,478,417,278,370079,77716.59,292362.41,2145.25,514,0.79,0.30969237,0.218523989
2975,8382,212,410,231,376858,56528.7,320329.3,1350.52,839,0.85,0.235328084,0.161121451
2976,2292,398,397,303,378760,79539.6,299220.4,1990.72,643,0.79,1.215410122,0.868551483
2977,8780,444,457,440,492896,24644.8,468251.2,3435.86,549,0.95,0.493947608,0.391328018
2978,9942,371,386,227,264383,60808.09,203574.91,1493.76,540,0.77,0.226389057,0.150247435
2979,5254,200,384,412,294630,47140.8,247489.2,1815.99,562,0.84,0.45679292,0.345639513
2980,2964,256,480,361,325128,84533.28,240594.72,1765.4,583,0.74,0.843927126,0.595614035
2981,5524,340,358,288,412854,78442.26,334411.74,1795.19,724,0.81,0.451337799,0.324980087
2982,5673,307,398,388,393605,47232.6,346372.4,2541.56,539,0.88,0.572282743,0.448009871
2983,6209,205,493,222,424027,122967.83,301059.17,1805,693,0.71,0.403124497,0.290707038
2984,7183,308,496,273,444171,44417.1,399753.9,2659.57,633,0.9,0.482189893,0.370258945
2985,3511,356,398,438,233660,44395.4,189264.6,1259.18,634,0.81,0.573392196,0.358638565
2986,7606,448,382,329,453937,81708.66,372228.34,2231.7,670,0.82,0.40253747,0.293413095
2987,3161,354,457,329,338357,20301.42,318055.58,2116.03,608,0.94,0.925982284,0.669417906
2988,4940,231,437,280,398976,23938.56,375037.44,2751.89,583,0.94,0.692285425,0.557062753
2989,4246,362,354,230,295084,44262.6,250821.4,1057.47,844,0.85,0.41768017,0.249050871
2990,5035,275,416,311,287906,37427.78,250478.22,1666.44,641,0.87,0.468210526,0.330971202
2991,6456,299,460,337,387224,54211.36,333012.64,2443.53,538,0.86,0.496054833,0.378489777
2992,7708,377,407,330,483576,111222.48,372353.52,1569.86,805,0.77,0.305378827,0.203666321
2993,3994,498,441,302,456449,127805.72,328643.28,1385.57,836,0.72,0.582015523,0.346912869
2994,4570,389,437,305,272605,38164.7,234440.3,1258.53,706,0.86,0.456133479,0.275389497
2995,7742,273,494,265,434852,26091.12,408760.88,2999.34,587,0.94,0.486481529,0.387411522
2996,3079,416,390,319,469750,136227.5,333522.5,1592.29,790,0.71,0.77891848,0.517145177
2997,9778,246,442,226,390260,19513,370747,2222.82,655,0.95,0.297690734,0.227328697
2998,4138,250,499,414,321458,32145.8,289312.2,2122.87,567,0.9,0.694023683,0.513018366
2999,3933,310,372,237,377101,101817.27,275283.73,2019.93,533,0.73,0.686989575,0.51358505
3000,6153,376,356,421,442073,70731.68,371341.32,1772.84,765,0.84,0.407092475,0.288126117
3001,7707,360,457,259,482490,57898.8,424591.2,1790.09,843,0.88,0.338275594,0.232268068
3002,4230,398,359,234,405935,44652.85,361282.15,2650.96,578,0.89,0.805664303,0.626704492
3003,7877,404,464,420,433642,30354.94,403287.06,2164.93,707,0.93,0.385036181,0.274841945
3004,6718,313,400,240,257702,30924.24,226777.76,1217.39,711,0.88,0.287345936,0.181213159
3005,9340,448,474,243,432910,86582,346328,2304.13,631,0.8,0.345410064,0.246694861
3006,7608,399,378,233,240079,67222.12,172856.88,1036.36,669,0.72,0.238349106,0.136219769
3007,5008,460,429,233,472804,56736.48,416067.52,2233.54,724,0.88,0.623510383,0.445994409
3008,3149,259,427,306,293955,73488.75,220466.25,1617.7,527,0.75,0.731565576,0.513718641
3009,6640,362,492,422,395786,19789.3,375996.7,2254.29,668,0.95,0.468115964,0.339501506
3010,3755,329,365,438,402759,80551.8,322207.2,1729.68,710,0.8,0.645454061,0.460633822
3011,5974,470,362,414,461713,60022.69,401690.31,2408.34,698,0.87,0.542407097,0.403136927
3012,8871,328,382,371,303995,27359.55,276635.45,2029.85,547,0.91,0.308854695,0.228818622
3013,7669,267,431,206,413830,33106.4,380723.6,2532.96,624,0.92,0.421301343,0.330285565
3014,2986,362,404,329,334606,66921.2,267684.8,1277.97,776,0.8,0.684517749,0.427987274
3015,6370,308,355,428,467989,46798.9,421190.1,3090.54,569,0.9,0.589252747,0.485171115
3016,6688,419,472,370,383942,72948.98,310993.02,1484.73,758,0.81,0.355222787,0.221999103
3017,6917,453,440,319,314557,37746.84,276810.16,2031.13,529,0.88,0.42274541,0.293643198
3018,8938,232,409,359,471310,131966.8,339343.2,1821.67,742,0.72,0.275528082,0.203811815
3019,4463,474,423,289,287413,45986.08,241426.92,1017.87,816,0.84,0.429054448,0.228068564
3020,6599,453,362,272,335660,77201.8,258458.2,1387.46,713,0.77,0.33375663,0.210253069
3021,6114,303,362,388,281346,78776.88,202569.12,1087.43,741,0.72,0.286625777,0.177859012
3022,2820,371,477,344,250821,45147.78,205673.22,1368.35,632,0.82,0.785939716,0.485230496
3023,8274,448,413,297,249450,19956,229494,1526.83,619,0.92,0.288594392,0.184533478
3024,9239,322,443,263,294968,17698.08,277269.92,1323.73,781,0.94,0.226077498,0.143276329
3025,5667,229,431,247,247379,34633.06,212745.94,1561.05,501,0.86,0.391926945,0.275463208
3026,7652,387,440,407,480754,139418.66,341335.34,2270.91,640,0.71,0.404849712,0.296773393
3027,5595,210,408,272,350527,52579.05,297947.95,1599.45,723,0.85,0.396327078,0.285871314
3028,5870,389,376,211,473824,47382.4,426441.6,3129.08,589,0.9,0.663386712,0.533063032
3029,8340,286,357,294,275276,16516.56,258759.44,1721.53,610,0.94,0.283516787,0.206418465
3030,9167,261,365,444,426483,51177.96,375305.04,2014.72,708,0.88,0.28806807,0.219779644
3031,9261,456,482,352,318723,31872.3,286850.7,1209.37,830,0.9,0.231872368,0.13058741
3032,7930,209,391,289,445281,124678.68,320602.32,1922.17,685,0.72,0.318054224,0.242392182
3033,8300,273,425,374,262250,44582.5,217667.5,917.69,815,0.83,0.194661446,0.11056506
3034,3248,474,390,383,430840,86168,344672,1645.52,778,0.8,0.772635468,0.506625616
3035,7055,288,462,218,419495,50339.4,369155.6,1556.37,806,0.88,0.326912828,0.220605245
3036,6460,369,453,360,347147,48600.58,298546.42,2190.63,597,0.86,0.466351393,0.339106811
3037,5780,486,385,214,298855,80690.85,218164.15,1451.45,623,0.73,0.401807958,0.251115917
3038,6774,218,382,355,259537,62288.88,197248.12,1447.34,547,0.76,0.302235016,0.213661057
3039,8550,354,399,394,375817,97712.42,278104.58,2040.63,524,0.74,0.326740351,0.238670175
3040,8887,235,473,245,433859,121480.52,312378.48,1872.87,667,0.72,0.290409587,0.210742658
3041,2011,370,401,300,470363,75258.08,395104.92,2899.14,594,0.84,1.825032322,1.441640975
3042,2555,364,495,336,322421,19345.26,303075.74,1626.98,730,0.94,0.972986301,0.636782779
3043,4485,214,440,427,349386,52407.9,296978.1,1594.24,740,0.85,0.501279822,0.355460424
